AISC_Manual_Label,W,A,Ix (in^4),Sx
HSS228.6X127X15.9,75.30,9030.00,-2730900000000.00,-4496100000000.00
HSS228.6X127X12.7,62.40,7480.00,-2732600000000.00,-4498900000000.00
HSS228.6X127X9.5,48.40,5790.00,-2734300000000.00,-4501700000000.00
HSS228.6X127X7.9,41.00,4900.00,-2736000000000.00,-4504500000000.00
HSS228.6X127X6.4,33.30,3980.00,-2737700000000.00,-4507300000000.00
HSS228.6X127X4.8,25.40,3010.00,-2739400000000.00,-4510100000000.00
HSS228.6X76.2X12.7,52.20,6280.00,-2741100000000.00,-4512900000000.00
HSS228.6X76.2X9.5,40.80,4890.00,-2742800000000.00,-4515700000000.00
HSS228.6X76.2X7.9,34.70,4150.00,-2744500000000.00,-4518500000000.00
HSS228.6X76.2X6.4,28.30,3380.00,-2746200000000.00,-4521300000000.00
HSS228.6X76.2X4.8,21.60,2570.00,-2747900000000.00,-4524100000000.00
HSS203.2X203.2X15.9,88.00,10600.00,-2749600000000.00,-4526900000000.00
HSS203.2X203.2X12.7,72.50,8710.00,-2751300000000.00,-4529700000000.00
HSS203.2X203.2X9.5,56.00,6710.00,-2753000000000.00,-4532500000000.00
HSS203.2X203.2X7.9,47.30,5650.00,-2754700000000.00,-4535300000000.00
HSS203.2X203.2X6.4,38.40,4580.00,-2756400000000.00,-4538100000000.00
HSS203.2X203.2X4.8,29.20,3460.00,-2758100000000.00,-4540900000000.00
HSS203.2X203.2X3.2,19.70,2340.00,-2759800000000.00,-4543700000000.00
HSS203.2X152.4X15.9,75.30,9030.00,-2761500000000.00,-4546500000000.00
HSS203.2X152.4X12.7,62.40,7480.00,-2763200000000.00,-4549300000000.00
HSS203.2X152.4X9.5,48.40,5790.00,-2764900000000.00,-4552100000000.00
HSS203.2X152.4X7.9,41.00,4900.00,-2766600000000.00,-4554900000000.00
HSS203.2X152.4X6.4,33.30,3980.00,-2768300000000.00,-4557700000000.00
HSS203.2X152.4X4.8,25.40,3010.00,-2770000000000.00,-4560500000000.00
HSS203.2X101.6X15.9,62.60,7550.00,-2771700000000.00,-4563300000000.00
HSS203.2X101.6X12.7,52.20,6280.00,-2773400000000.00,-4566100000000.00
HSS203.2X101.6X9.5,40.80,4890.00,-2775100000000.00,-4568900000000.00
HSS203.2X101.6X7.9,34.70,4150.00,-2776800000000.00,-4571700000000.00
HSS203.2X101.6X6.4,28.30,3380.00,-2778500000000.00,-4574500000000.00
HSS203.2X101.6X4.8,21.60,2570.00,-2780200000000.00,-4577300000000.00
HSS203.2X101.6X3.2,14.70,1740.00,-2781900000000.00,-4580100000000.00
HSS203.2X76.2X12.7,47.20,5680.00,-2783600000000.00,-4582900000000.00
HSS203.2X76.2X9.5,37.00,4440.00,-2785300000000.00,-4585700000000.00
HSS203.2X76.2X7.9,31.50,3770.00,-2787000000000.00,-4588500000000.00
HSS203.2X76.2X6.4,25.70,3080.00,-2788700000000.00,-4591300000000.00
HSS203.2X76.2X4.8,19.70,2340.00,-2790400000000.00,-4594100000000.00
HSS203.2X76.2X3.2,13.40,1590.00,-2792100000000.00,-4596900000000.00
HSS203.2X50.8X9.5,33.20,3990.00,-2793800000000.00,-4599700000000.00
HSS203.2X50.8X7.9,28.40,3390.00,-2795500000000.00,-4602500000000.00
HSS203.2X50.8X6.4,23.20,2770.00,-2797200000000.00,-4605300000000.00
HSS203.2X50.8X4.8,17.80,2120.00,-2798900000000.00,-4608100000000.00
HSS203.2X50.8X3.2,12.10,1440.00,-2800600000000.00,-4610900000000.00
HSS177.8X177.8X15.9,75.30,9030.00,-2802300000000.00,-4613700000000.00
HSS177.8X177.8X12.7,62.40,7480.00,-2804000000000.00,-4616500000000.00
HSS177.8X177.8X9.5,48.40,5790.00,-2805700000000.00,-4619300000000.00
HSS177.8X177.8X7.9,41.00,4900.00,-2807400000000.00,-4622100000000.00
HSS177.8X177.8X6.4,33.30,3980.00,-2809100000000.00,-4624900000000.00
HSS177.8X177.8X4.8,25.40,3010.00,-2810800000000.00,-4627700000000.00
HSS177.8X177.8X3.2,17.20,2040.00,-2812500000000.00,-4630500000000.00
HSS177.8X127X12.7,52.20,6280.00,-2814200000000.00,-4633300000000.00
HSS177.8X127X9.5,40.80,4890.00,-2815900000000.00,-4636100000000.00
HSS177.8X127X7.9,34.70,4150.00,-2817600000000.00,-4638900000000.00
HSS177.8X127X6.4,28.30,3380.00,-2819300000000.00,-4641700000000.00
HSS177.8X127X4.8,21.60,2570.00,-2821000000000.00,-4644500000000.00
HSS177.8X127X3.2,14.70,1740.00,-2822700000000.00,-4647300000000.00
HSS177.8X101.6X12.7,47.20,5680.00,-2824400000000.00,-4650100000000.00
HSS177.8X101.6X9.5,37.00,4440.00,-2826100000000.00,-4652900000000.00
HSS177.8X101.6X7.9,31.50,3770.00,-2827800000000.00,-4655700000000.00
HSS177.8X101.6X6.4,25.70,3080.00,-2829500000000.00,-4658500000000.00
HSS177.8X101.6X4.8,19.70,2340.00,-2831200000000.00,-4661300000000.00
HSS177.8X101.6X3.2,13.40,1590.00,-2832900000000.00,-4664100000000.00
HSS177.8X76.2X12.7,42.10,5080.00,-2834600000000.00,-4666900000000.00
HSS177.8X76.2X9.5,33.20,3990.00,-2836300000000.00,-4669700000000.00
HSS177.8X76.2X7.9,28.40,3390.00,-2838000000000.00,-4672500000000.00
HSS177.8X76.2X6.4,23.20,2770.00,-2839700000000.00,-4675300000000.00
HSS177.8X76.2X4.8,17.80,2120.00,-2841400000000.00,-4678100000000.00
HSS177.8X76.2X3.2,12.10,1440.00,-2843100000000.00,-4680900000000.00
HSS177.8X50.8X6.4,20.70,2480.00,-2844800000000.00,-4683700000000.00
HSS177.8X50.8X4.8,15.90,1890.00,-2846500000000.00,-4686500000000.00
HSS177.8X50.8X3.2,10.90,1290.00,-2848200000000.00,-4689300000000.00
HSS152.4X152.4X15.9,62.60,7550.00,-2849900000000.00,-4692100000000.00
HSS152.4X152.4X12.7,52.20,6280.00,-2851600000000.00,-4694900000000.00
HSS152.4X152.4X9.5,40.80,4890.00,-2853300000000.00,-4697700000000.00
HSS152.4X152.4X7.9,34.60,4150.00,-2855000000000.00,-4700500000000.00
HSS152.4X152.4X6.4,28.30,3380.00,-2856700000000.00,-4703300000000.00
HSS152.4X152.4X4.8,21.60,2570.00,-2858400000000.00,-4706100000000.00
HSS152.4X152.4X3.2,14.70,1740.00,-2860100000000.00,-4708900000000.00
HSS152.4X127X12.7,47.20,5680.00,-2861800000000.00,-4711700000000.00
HSS152.4X127X9.5,37.00,4440.00,-2863500000000.00,-4714500000000.00
HSS152.4X127X7.9,31.50,3770.00,-2865200000000.00,-4717300000000.00
HSS152.4X127X6.4,25.70,3080.00,-2866900000000.00,-4720100000000.00
HSS152.4X127X4.8,19.70,2340.00,-2868600000000.00,-4722900000000.00
HSS152.4X127X3.2,13.40,1590.00,-2870300000000.00,-4725700000000.00
HSS152.4X101.6X12.7,42.10,5080.00,-2872000000000.00,-4728500000000.00
HSS152.4X101.6X9.5,33.20,3990.00,-2873700000000.00,-4731300000000.00
HSS152.4X101.6X7.9,28.40,3390.00,-2875400000000.00,-4734100000000.00
HSS152.4X101.6X6.4,23.20,2770.00,-2877100000000.00,-4736900000000.00
HSS152.4X101.6X4.8,17.80,2120.00,-2878800000000.00,-4739700000000.00
HSS152.4X101.6X3.2,12.10,1440.00,-2880500000000.00,-4742500000000.00
HSS152.4X76.2X12.7,37.10,4480.00,-2882200000000.00,-4745300000000.00
HSS152.4X76.2X9.5,29.40,3540.00,-2883900000000.00,-4748100000000.00
HSS152.4X76.2X7.9,25.20,3020.00,-2885600000000.00,-4750900000000.00
HSS152.4X76.2X6.4,20.70,2480.00,-2887300000000.00,-4753700000000.00
HSS152.4X76.2X4.8,15.90,1890.00,-2889000000000.00,-4756500000000.00
HSS152.4X76.2X3.2,10.90,1290.00,-2890700000000.00,-4759300000000.00
HSS152.4X50.8X9.5,25.60,3080.00,-2892400000000.00,-4762100000000.00
HSS152.4X50.8X7.9,22.00,2650.00,-2894100000000.00,-4764900000000.00
HSS152.4X50.8X6.4,18.10,2170.00,-2895800000000.00,-4767700000000.00
HSS152.4X50.8X4.8,14.00,1660.00,-2897500000000.00,-4770500000000.00
HSS152.4X50.8X3.2,9.59,1140.00,-2899200000000.00,-4773300000000.00
HSS139.7X139.7X9.5,37.00,4440.00,-2900900000000.00,-4776100000000.00
HSS139.7X139.7X7.9,31.50,3770.00,-2902600000000.00,-4778900000000.00
HSS139.7X139.7X6.4,25.70,3080.00,-2904300000000.00,-4781700000000.00
HSS139.7X139.7X4.8,19.70,2340.00,-2906000000000.00,-4784500000000.00
HSS139.7X139.7X3.2,13.40,1590.00,-2907700000000.00,-4787300000000.00
HSS127X127X12.7,42.10,5080.00,-2909400000000.00,-4790100000000.00
HSS127X127X9.5,33.20,3990.00,-2911100000000.00,-4792900000000.00
HSS127X127X7.9,28.30,3390.00,-2912800000000.00,-4795700000000.00
HSS127X127X6.4,23.20,2770.00,-2914500000000.00,-4798500000000.00
HSS127X127X4.8,17.80,2120.00,-2916200000000.00,-4801300000000.00
HSS127X127X3.2,12.10,1440.00,-2917900000000.00,-4804100000000.00
HSS127X101.6X12.7,37.10,4480.00,-2919600000000.00,-4806900000000.00
HSS127X101.6X9.5,29.40,3540.00,-2921300000000.00,-4809700000000.00
HSS127X101.6X7.9,25.20,3020.00,-2923000000000.00,-4812500000000.00
HSS127X101.6X6.4,20.70,2480.00,-2924700000000.00,-4815300000000.00
HSS127X101.6X4.8,15.90,1890.00,-2926400000000.00,-4818100000000.00
HSS127X101.6X3.2,10.90,1290.00,-2928100000000.00,-4820900000000.00
HSS127X76.2X12.7,32.00,3880.00,-2929800000000.00,-4823700000000.00
HSS127X76.2X9.5,25.60,3080.00,-2931500000000.00,-4826500000000.00
HSS127X76.2X7.9,22.00,2650.00,-2933200000000.00,-4829300000000.00
HSS127X76.2X6.4,18.10,2170.00,-2934900000000.00,-4832100000000.00
HSS127X76.2X4.8,14.00,1660.00,-2936600000000.00,-4834900000000.00
HSS127X76.2X3.2,9.59,1140.00,-2938300000000.00,-4837700000000.00
HSS127X63.5X6.4,16.90,2030.00,-2940000000000.00,-4840500000000.00
HSS127X63.5X4.8,13.10,1550.00,-2941700000000.00,-4843300000000.00
HSS127X63.5X3.2,8.96,1060.00,-2943400000000.00,-4846100000000.00
HSS127X50.8X9.5,21.80,2640.00,-2945100000000.00,-4848900000000.00
HSS127X50.8X7.9,18.80,2270.00,-2946800000000.00,-4851700000000.00
HSS127X50.8X6.4,15.60,1880.00,-2948500000000.00,-4854500000000.00
HSS127X50.8X4.8,12.10,1450.00,-2950200000000.00,-4857300000000.00
HSS127X50.8X3.2,8.33,994.00,-2951900000000.00,-4860100000000.00
HSS114.3X114.3X12.7,37.10,4480.00,-2953600000000.00,-4862900000000.00
HSS114.3X114.3X9.5,29.40,3540.00,-2955300000000.00,-4865700000000.00
HSS114.3X114.3X7.9,25.20,3020.00,-2957000000000.00,-4868500000000.00
HSS114.3X114.3X6.4,20.70,2480.00,-2958700000000.00,-4871300000000.00
HSS114.3X114.3X4.8,15.90,1890.00,-2960400000000.00,-4874100000000.00
HSS114.3X114.3X3.2,10.90,1290.00,-2962100000000.00,-4876900000000.00
HSS101.6X101.6X12.7,32.00,3880.00,-2963800000000.00,-4879700000000.00
HSS101.6X101.6X9.5,25.60,3080.00,-2965500000000.00,-4882500000000.00
HSS101.6X101.6X7.9,22.00,2650.00,-2967200000000.00,-4885300000000.00
HSS101.6X101.6X6.4,18.10,2170.00,-2968900000000.00,-4888100000000.00
HSS101.6X101.6X4.8,14.00,1660.00,-2970600000000.00,-4890900000000.00
HSS101.6X101.6X3.2,9.59,1140.00,-2972300000000.00,-4893700000000.00
HSS101.6X76.2X9.5,21.80,2640.00,-2974000000000.00,-4896500000000.00
HSS101.6X76.2X7.9,18.80,2270.00,-2975700000000.00,-4899300000000.00
HSS101.6X76.2X6.4,15.60,1880.00,-2977400000000.00,-4902100000000.00
HSS101.6X76.2X4.8,12.10,1450.00,-2979100000000.00,-4904900000000.00
HSS101.6X76.2X3.2,8.33,994.00,-2980800000000.00,-4907700000000.00
HSS101.6X63.5X9.5,19.90,2410.00,-2982500000000.00,-4910500000000.00
HSS101.6X63.5X7.9,17.30,2080.00,-2984200000000.00,-4913300000000.00
HSS101.6X63.5X6.4,14.30,1720.00,-2985900000000.00,-4916100000000.00
HSS101.6X63.5X4.8,11.20,1330.00,-2987600000000.00,-4918900000000.00
HSS101.6X63.5X3.2,7.70,916.00,-2989300000000.00,-4921700000000.00
HSS101.6X50.8X9.5,18.00,2190.00,-2991000000000.00,-4924500000000.00
HSS101.6X50.8X7.9,15.70,1900.00,-2992700000000.00,-4927300000000.00
HSS101.6X50.8X6.4,13.10,1570.00,-2994400000000.00,-4930100000000.00
HSS101.6X50.8X4.8,10.20,1220.00,-2996100000000.00,-4932900000000.00
HSS101.6X50.8X3.2,7.06,839.00,-2997800000000.00,-4935700000000.00
HSS88.9X88.9X9.5,21.80,2640.00,-2999500000000.00,-4938500000000.00
HSS88.9X88.9X7.9,18.80,2270.00,-3001200000000.00,-4941300000000.00
HSS88.9X88.9X6.4,15.60,1880.00,-3002900000000.00,-4944100000000.00
HSS88.9X88.9X4.8,12.10,1450.00,-3004600000000.00,-4946900000000.00
HSS88.9X88.9X3.2,8.33,994.00,-3006300000000.00,-4949700000000.00
HSS88.9X63.5X9.5,18.00,2190.00,-3008000000000.00,-4952500000000.00
HSS88.9X63.5X7.9,15.60,1900.00,-3009700000000.00,-4955300000000.00
HSS88.9X63.5X6.4,13.10,1570.00,-3011400000000.00,-4958100000000.00
HSS88.9X63.5X4.8,10.20,1220.00,-3013100000000.00,-4960900000000.00
HSS88.9X63.5X3.2,7.07,839.00,-3014800000000.00,-4963700000000.00
HSS88.9X50.8X6.4,11.80,1430.00,-3016500000000.00,-4966500000000.00
HSS88.9X50.8X4.8,9.27,1100.00,-3018200000000.00,-4969300000000.00
HSS88.9X50.8X3.2,6.43,768.00,-3019900000000.00,-4972100000000.00
HSS88.9X38.1X6.4,10.50,1270.00,-3021600000000.00,-4974900000000.00
HSS88.9X38.1X4.8,8.31,994.00,-3023300000000.00,-4977700000000.00
HSS88.9X38.1X3.2,5.80,690.00,-3025000000000.00,-4980500000000.00
HSS76.2X76.2X9.5,18.00,2190.00,-3026700000000.00,-4983300000000.00
HSS76.2X76.2X7.9,15.70,1900.00,-3028400000000.00,-4986100000000.00
HSS76.2X76.2X6.4,13.10,1570.00,-3030100000000.00,-4988900000000.00
HSS76.2X76.2X4.8,10.20,1220.00,-3031800000000.00,-4991700000000.00
HSS76.2X76.2X3.2,7.06,839.00,-3033500000000.00,-4994500000000.00
HSS76.2X63.5X7.9,14.10,1700.00,-3035200000000.00,-4997300000000.00
HSS76.2X63.5X6.4,11.80,1430.00,-3036900000000.00,-5000100000000.00
HSS76.2X63.5X4.8,9.27,1100.00,-3038600000000.00,-5002900000000.00
HSS76.2X63.5X3.2,6.43,768.00,-3040300000000.00,-5005700000000.00
HSS76.2X50.8X7.9,12.50,1520.00,-3042000000000.00,-5008500000000.00
HSS76.2X50.8X6.4,10.50,1270.00,-3043700000000.00,-5011300000000.00
HSS76.2X50.8X4.8,8.31,994.00,-3045400000000.00,-5014100000000.00
HSS76.2X50.8X3.2,5.80,690.00,-3047100000000.00,-5016900000000.00
HSS76.2X38.1X6.4,9.26,1120.00,-3048800000000.00,-5019700000000.00
HSS76.2X38.1X4.8,7.36,884.00,-3050500000000.00,-5022500000000.00
HSS76.2X38.1X3.2,5.16,617.00,-3052200000000.00,-5025300000000.00
HSS76.2X25.4X4.8,6.41,768.00,-3053900000000.00,-5028100000000.00
HSS76.2X25.4X3.2,4.53,542.00,-3055600000000.00,-5030900000000.00
HSS63.5X63.5X7.9,12.50,1520.00,-3057300000000.00,-5033700000000.00
HSS63.5X63.5X6.4,10.50,1270.00,-3059000000000.00,-5036500000000.00
HSS63.5X63.5X4.8,8.30,994.00,-3060700000000.00,-5039300000000.00
HSS63.5X63.5X3.2,5.80,690.00,-3062400000000.00,-5042100000000.00
HSS63.5X50.8X6.4,9.26,1120.00,-3064100000000.00,-5044900000000.00
HSS63.5X50.8X4.8,7.36,884.00,-3065800000000.00,-5047700000000.00
HSS63.5X50.8X3.2,5.16,617.00,-3067500000000.00,-5050500000000.00
HSS63.5X38.1X6.4,8.00,974.00,-3069200000000.00,-5053300000000.00
HSS63.5X38.1X4.8,6.41,768.00,-3070900000000.00,-5056100000000.00
HSS63.5X38.1X3.2,4.53,542.00,-3072600000000.00,-5058900000000.00
HSS63.5X25.4X4.8,5.46,658.00,-3074300000000.00,-5061700000000.00
HSS63.5X25.4X3.2,3.90,467.00,-3076000000000.00,-5064500000000.00
HSS57.2X57.2X6.4,9.26,1120.00,-3077700000000.00,-5067300000000.00
HSS57.2X57.2X4.8,7.35,884.00,-3079400000000.00,-5070100000000.00
HSS57.2X57.2X3.2,5.16,617.00,-3081100000000.00,-5072900000000.00
HSS57.2X50.8X4.8,6.89,826.00,-3082800000000.00,-5075700000000.00
HSS57.2X50.8X3.2,4.85,579.00,-3084500000000.00,-5078500000000.00
HSS50.8X50.8X6.4,8.00,974.00,-3086200000000.00,-5081300000000.00
HSS50.8X50.8X4.8,6.40,768.00,-3087900000000.00,-5084100000000.00
HSS50.8X50.8X3.2,4.53,542.00,-3089600000000.00,-5086900000000.00
HSS50.8X38.1X4.8,5.46,658.00,-3091300000000.00,-5089700000000.00
HSS50.8X38.1X3.2,3.90,467.00,-3093000000000.00,-5092500000000.00
HSS50.8X25.4X4.8,4.51,545.00,-3094700000000.00,-5095300000000.00
HSS50.8X25.4X3.2,3.26,392.00,-3096400000000.00,-5098100000000.00
HSS508X12.7,155.00,18400.00,-3098100000000.00,-5100900000000.00
HSS508X9.5,117.00,13900.00,-3099800000000.00,-5103700000000.00
HSS457.2X12.7,139.00,16500.00,-3101500000000.00,-5106500000000.00
HSS457.2X9.5,105.00,12500.00,-3103200000000.00,-5109300000000.00
HSS406.4X15.9,153.00,18100.00,-3104900000000.00,-5112100000000.00
HSS406.4X12.7,123.00,14600.00,-3106600000000.00,-5114900000000.00
HSS406.4X11.1,108.00,12800.00,-3108300000000.00,-5117700000000.00
HSS406.4X9.5,93.20,11100.00,-3110000000000.00,-5120500000000.00
HSS406.4X7.9,77.90,9290.00,-3111700000000.00,-5123300000000.00
HSS406.4X6.4,62.60,7420.00,-3113400000000.00,-5126100000000.00
HSS355.6X15.9,133.00,15800.00,-3115100000000.00,-5128900000000.00
HSS355.6X12.7,107.00,12800.00,-3116800000000.00,-5131700000000.00
HSS355.6X9.5,81.30,9680.00,-3118500000000.00,-5134500000000.00
HSS355.6X7.9,67.90,8060.00,-3120200000000.00,-5137300000000.00
HSS355.6X6.4,54.70,6520.00,-3121900000000.00,-5140100000000.00
HSS323.9X12.7,97.40,11500.00,-3123600000000.00,-5142900000000.00
HSS323.9X9.5,73.80,8770.00,-3125300000000.00,-5145700000000.00
HSS323.9X6.4,49.70,5910.00,-3127000000000.00,-5148500000000.00
HSS273.1X12.7,81.50,9680.00,-3128700000000.00,-5151300000000.00
HSS273.1X9.5,61.90,7350.00,-3130400000000.00,-5154100000000.00
HSS273.1X6.4,41.80,4970.00,-3132100000000.00,-5156900000000.00
HSS254X15.9,93.20,11100.00,-3133800000000.00,-5159700000000.00
HSS254X12.7,75.60,8970.00,-3135500000000.00,-5162500000000.00
HSS254X9.5,57.40,6840.00,-3137200000000.00,-5165300000000.00
HSS254X7.9,48.10,5730.00,-3138900000000.00,-5168100000000.00
HSS254X6.4,38.80,4610.00,-3140600000000.00,-5170900000000.00
HSS254X4.8,29.30,3460.00,-3142300000000.00,-5173700000000.00
HSS244.5X12.7,72.60,8650.00,-3144000000000.00,-5176500000000.00
HSS244.5X9.5,55.20,6580.00,-3145700000000.00,-5179300000000.00
HSS244.5X7.9,46.20,5500.00,-3147400000000.00,-5182100000000.00
HSS244.5X6.4,37.30,4430.00,-3149100000000.00,-5184900000000.00
HSS244.5X4.8,28.20,3340.00,-3150800000000.00,-5187700000000.00
HSS219.1X15.9,79.50,9480.00,-3152500000000.00,-5190500000000.00
HSS219.1X12.7,64.60,7680.00,-3154200000000.00,-5193300000000.00
HSS219.1X9.5,49.20,5850.00,-3155900000000.00,-5196100000000.00
HSS219.1X8.2,42.50,5060.00,-3157600000000.00,-5198900000000.00
HSS219.1X6.4,33.30,3960.00,-3159300000000.00,-5201700000000.00
HSS219.1X4.8,25.20,2980.00,-3161000000000.00,-5204500000000.00
HSS193.7X9.5,43.20,5150.00,-3162700000000.00,-5207300000000.00
HSS193.7X8.3,38.10,4520.00,-3164400000000.00,-5210100000000.00
HSS190.5X12.7,55.70,6650.00,-3166100000000.00,-5212900000000.00
HSS190.5X9.5,42.50,5060.00,-3167800000000.00,-5215700000000.00
HSS190.5X7.9,35.70,4250.00,-3169500000000.00,-5218500000000.00
HSS190.5X6.4,28.80,3430.00,-3171200000000.00,-5221300000000.00
HSS190.5X4.8,21.90,2580.00,-3172900000000.00,-5224100000000.00
HSS177.8X12.7,51.70,6160.00,-3174600000000.00,-5226900000000.00
HSS177.8X9.5,39.50,4700.00,-3176300000000.00,-5229700000000.00
HSS177.8X7.9,33.20,3950.00,-3178000000000.00,-5232500000000.00
HSS177.8X6.4,26.80,3190.00,-3179700000000.00,-5235300000000.00
HSS177.8X4.8,20.40,2410.00,-3181400000000.00,-5238100000000.00
HSS177.8X3.2,13.70,1620.00,-3183100000000.00,-5240900000000.00
HSS174.6X12.7,50.70,6040.00,-3184800000000.00,-5243700000000.00
HSS174.6X9.5,38.80,4620.00,-3186500000000.00,-5246500000000.00
HSS174.6X7.9,32.60,3880.00,-3188200000000.00,-5249300000000.00
HSS174.6X6.4,26.30,3140.00,-3189900000000.00,-5252100000000.00
HSS174.6X4.8,20.00,2360.00,-3191600000000.00,-5254900000000.00
HSS168.3X12.7,48.70,5810.00,-3193300000000.00,-5257700000000.00
HSS168.3X11,42.60,5070.00,-3195000000000.00,-5260500000000.00
HSS168.3X9.5,37.30,4440.00,-3196700000000.00,-5263300000000.00
HSS168.3X7.9,31.30,3740.00,-3198400000000.00,-5266100000000.00
HSS168.3X7.1,28.30,3350.00,-3200100000000.00,-5268900000000.00
HSS168.3X6.4,25.40,3020.00,-3201800000000.00,-5271700000000.00
HSS168.3X4.8,19.20,2280.00,-3203500000000.00,-5274500000000.00
HSS168.3X3.2,12.90,1530.00,-3205200000000.00,-5277300000000.00
HSS152.4X12.7,43.70,5220.00,-3206900000000.00,-5280100000000.00
HSS152.4X9.5,33.60,4000.00,-3208600000000.00,-5282900000000.00
HSS152.4X7.9,28.20,3370.00,-3210300000000.00,-5285700000000.00
HSS152.4X7.1,25.50,3030.00,-3212000000000.00,-5288500000000.00
HSS152.4X6.4,22.90,2720.00,-3213700000000.00,-5291300000000.00
HSS152.4X4.8,17.40,2050.00,-3215400000000.00,-5294100000000.00
HSS152.4X3.2,11.70,1380.00,-3217100000000.00,-5296900000000.00
HSS141.3X12.7,40.30,4810.00,-3218800000000.00,-5299700000000.00
HSS141.3X9.5,30.90,3690.00,-3220500000000.00,-5302500000000.00
HSS141.3X6.6,21.80,2590.00,-3222200000000.00,-5305300000000.00
HSS141.3X4.8,16.10,1900.00,-3223900000000.00,-5308100000000.00
HSS141.3X3.4,11.60,1370.00,-3225600000000.00,-5310900000000.00
HSS139.7X12.7,39.80,4750.00,-3227300000000.00,-5313700000000.00
HSS139.7X9.5,30.60,3650.00,-3229000000000.00,-5316500000000.00
HSS139.7X6.6,21.50,2560.00,-3230700000000.00,-5319300000000.00
HSS127X12.7,35.80,4270.00,-3232400000000.00,-5322100000000.00
HSS127X9.5,27.60,3290.00,-3234100000000.00,-5324900000000.00
HSS127X7.9,23.30,2770.00,-3235800000000.00,-5327700000000.00
HSS127X6.6,19.50,2320.00,-3237500000000.00,-5330500000000.00
HSS127X6.4,18.90,2250.00,-3239200000000.00,-5333300000000.00
HSS127X4.8,14.40,1700.00,-3240900000000.00,-5336100000000.00
HSS127X3.2,9.69,1150.00,-3242600000000.00,-5338900000000.00
HSS114.3X9.5,24.60,2940.00,-3244300000000.00,-5341700000000.00
HSS114.3X8.6,22.30,2660.00,-3246000000000.00,-5344500000000.00
HSS114.3X6,16.10,1910.00,-3247700000000.00,-5347300000000.00
HSS114.3X4.8,12.90,1520.00,-3249400000000.00,-5350100000000.00
HSS114.3X3.2,8.70,1030.00,-3251100000000.00,-5352900000000.00
HSS101.6X8,18.40,2190.00,-3252800000000.00,-5355700000000.00
HSS101.6X6.4,14.90,1780.00,-3254500000000.00,-5358500000000.00
HSS101.6X6,14.20,1680.00,-3256200000000.00,-5361300000000.00
HSS101.6X5.7,13.60,1610.00,-3257900000000.00,-5364100000000.00
HSS101.6X5.6,13.20,1570.00,-3259600000000.00,-5366900000000.00
HSS101.6X4.8,11.40,1350.00,-3261300000000.00,-5369700000000.00
HSS101.6X3.2,7.70,916.00,-3263000000000.00,-5372500000000.00
HSS88.9X8,15.90,1890.00,-3264700000000.00,-5375300000000.00
HSS88.9X7.6,15.30,1820.00,-3266400000000.00,-5378100000000.00
HSS88.9X6.4,12.90,1540.00,-3268100000000.00,-5380900000000.00
HSS88.9X5.5,11.30,1340.00,-3269800000000.00,-5383700000000.00
HSS88.9X5.2,10.60,1270.00,-3271500000000.00,-5386500000000.00
HSS88.9X4.8,9.90,1170.00,-3273200000000.00,-5389300000000.00
HSS88.9X3.2,6.71,794.00,-3274900000000.00,-5392100000000.00
HSS76.2X6.4,10.90,1310.00,-3276600000000.00,-5394900000000.00
HSS76.2X5.5,9.57,1140.00,-3278300000000.00,-5397700000000.00
HSS76.2X5.2,9.03,1080.00,-3280000000000.00,-5400500000000.00
HSS76.2X4.8,8.41,994.00,-3281700000000.00,-5403300000000.00
HSS76.2X3.9,6.89,819.00,-3283400000000.00,-5406100000000.00
HSS76.2X3.4,6.11,723.00,-3285100000000.00,-5408900000000.00
HSS76.2X3.2,5.72,677.00,-3286800000000.00,-5411700000000.00
HSS73X6.4,10.40,1250.00,-3288500000000.00,-5414500000000.00
HSS73X5.2,8.63,1030.00,-3290200000000.00,-5417300000000.00
HSS73X4.8,8.04,955.00,-3291900000000.00,-5420100000000.00
HSS73X3.2,5.47,652.00,-3293600000000.00,-5422900000000.00
HSS63.5X6.4,8.95,1070.00,-3295300000000.00,-5425700000000.00
HSS63.5X4.8,6.91,819.00,-3297000000000.00,-5428500000000.00
HSS63.5X3.2,4.72,561.00,-3298700000000.00,-5431300000000.00
